Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-01-03,141.10000610351562,141.89999389648438,140.47999572753906,141.5500030517578,130.147705078125,3338600,IBM
2023-01-04,142.07000732421875,143.6199951171875,141.3699951171875,142.60000610351562,131.1131134033203,3869200,IBM
2023-01-05,142.44000244140625,142.5,140.00999450683594,141.11000061035156,129.74313354492188,2866600,IBM
2023-01-06,142.3800048828125,144.25,141.5800018310547,143.6999969482422,132.12448120117188,3574000,IBM
2023-01-09,144.0800018310547,145.47000122070312,143.39999389648438,143.5500030517578,131.98660278320312,3987700,IBM
2023-01-10,143.61000061035156,144.85000610351562,142.89999389648438,144.8000030517578,133.13587951660156,2152100,IBM
2023-01-11,145.0,145.52999877929688,143.4499969482422,145.25999450683594,133.55882263183594,3268700,IBM
2023-01-12,144.8800048828125,146.66000366210938,144.52000427246094,145.5500030517578,133.8254852294922,2715900,IBM
2023-01-13,144.05999755859375,146.10000610351562,144.00999450683594,145.88999938964844,134.1381072998047,2455700,IBM
2023-01-17,146.4199981689453,147.17999267578125,145.00999450683594,145.19000244140625,133.4944610595703,2986500,IBM
2023-01-18,144.39999389648438,144.67999267578125,140.22999572753906,140.41000366210938,129.09951782226562,6445600,IBM
2023-01-19,140.0,142.22999572753906,139.75,140.6199951171875,129.29261779785156,4833900,IBM
2023-01-20,141.6699981689453,141.86000061035156,140.50999450683594,141.1999969482422,129.82589721679688,7153300,IBM
2023-01-23,141.39999389648438,142.99000549316406,141.05999755859375,141.86000061035156,130.4327392578125,5898400,IBM
2023-01-24,141.25,142.75,140.0,141.49000549316406,130.092529296875,4407600,IBM
2023-01-25,140.47000122070312,141.02999877929688,139.36000061035156,140.75999450683594,129.42132568359375,7347500,IBM
2023-01-26,137.52999877929688,138.27000427246094,132.97999572753906,134.4499969482422,123.61961364746094,17548500,IBM
2023-01-27,134.44000244140625,135.49000549316406,133.77000427246094,134.38999938964844,123.564453125,8143100,IBM
2023-01-30,134.32000732421875,136.11000061035156,133.97999572753906,135.3000030517578,124.40116882324219,5375700,IBM
2023-01-31,135.5,135.64999389648438,133.75999450683594,134.72999572753906,123.87705993652344,7206400,IBM
2023-02-01,134.49000549316406,135.7899932861328,132.8000030517578,135.08999633789062,124.20806884765625,5428900,IBM
2023-02-02,135.9600067138672,136.72000122070312,134.85000610351562,136.38999938964844,125.40335083007812,6107800,IBM
2023-02-03,136.35000610351562,136.9499969482422,135.52999877929688,136.94000244140625,125.9090347290039,3755700,IBM
2023-02-06,135.8300018310547,136.32000732421875,134.9499969482422,136.17999267578125,125.21025848388672,4841300,IBM
2023-02-07,135.6699981689453,136.39999389648438,134.4499969482422,135.83999633789062,124.89765930175781,3737600,IBM
2023-02-08,135.7100067138672,136.74000549316406,135.16000366210938,135.97999572753906,125.02635955810547,4593700,IBM
2023-02-09,134.99000549316406,135.72999572753906,133.33999633789062,133.75,124.48654174804688,3918800,IBM
2023-02-10,133.77999877929688,135.77000427246094,133.5,135.60000610351562,126.20841979980469,5049600,IBM
2023-02-13,136.0,137.38999938964844,135.85000610351562,137.35000610351562,127.83722686767578,4403000,IBM
2023-02-14,137.0500030517578,137.24000549316406,135.0500030517578,136.00999450683594,126.59001922607422,3202200,IBM
2023-02-15,135.1999969482422,136.4499969482422,135.07000732421875,136.39999389648438,126.95301055908203,2506700,IBM
2023-02-16,135.57000732421875,135.97000122070312,134.58999633789062,135.0,125.64995574951172,2965500,IBM
2023-02-17,134.5,135.5800018310547,133.88999938964844,135.02000427246094,125.66858673095703,3466200,IBM
2023-02-21,134.0,134.38999938964844,131.66000366210938,131.7100067138672,122.58783721923828,4257200,IBM
2023-02-22,131.89999389648438,131.99000549316406,130.2899932861328,130.97000122070312,121.89909362792969,3200200,IBM
2023-02-23,131.5,131.6999969482422,128.86000061035156,130.7899932861328,121.73155975341797,3725600,IBM
2023-02-24,129.6199951171875,130.6699981689453,129.22000122070312,130.57000732421875,121.52679443359375,3015800,IBM
2023-02-27,131.4199981689453,131.8699951171875,130.1300048828125,130.49000549316406,121.45233154296875,2761300,IBM
2023-02-28,130.5500030517578,130.61000061035156,129.13999938964844,129.3000030517578,120.3447494506836,5143100,IBM
2023-03-01,128.89999389648438,129.47000122070312,127.73999786376953,128.19000244140625,119.31163024902344,3760700,IBM
2023-03-02,128.38999938964844,129.22000122070312,127.70999908447266,128.92999267578125,120.00037384033203,3340100,IBM
2023-03-03,129.35000610351562,129.91000366210938,128.77000427246094,129.63999938964844,120.66120147705078,2860300,IBM
2023-03-06,129.63999938964844,130.86000061035156,129.58999633789062,130.19000244140625,121.17311096191406,3131200,IBM
2023-03-07,130.27999877929688,130.4199981689453,128.19000244140625,128.25,119.36747741699219,3530400,IBM
2023-03-08,128.47999572753906,128.74000549316406,127.55000305175781,128.0500030517578,119.18132019042969,2778800,IBM
2023-03-09,128.3000030517578,128.52999877929688,125.9800033569336,126.16000366210938,117.42222595214844,5478300,IBM
2023-03-10,126.12000274658203,127.29000091552734,125.12999725341797,125.44999694824219,116.76140594482422,5990900,IBM
2023-03-13,125.1500015258789,128.19000244140625,124.8499984741211,125.58000183105469,116.88239288330078,8188400,IBM
2023-03-14,126.48999786376953,126.63999938964844,123.19999694824219,124.6500015258789,116.01679992675781,8114800,IBM
2023-03-15,122.98999786376953,123.3499984741211,121.70999908447266,123.27999877929688,114.74169158935547,5989300,IBM
2023-03-16,122.95999908447266,124.81999969482422,121.91999816894531,124.69999694824219,116.06333923339844,6438700,IBM
2023-03-17,124.08000183105469,124.5199966430664,122.93000030517578,123.69000244140625,115.12329864501953,37400200,IBM
2023-03-20,124.30999755859375,126.16000366210938,124.19000244140625,125.94000244140625,117.21746063232422,4588300,IBM
2023-03-21,126.9000015258789,127.1500015258789,125.66000366210938,126.56999969482422,117.8038330078125,3856300,IBM
2023-03-22,127.0,127.22000122070312,124.01000213623047,124.05000305175781,115.45835876464844,3549000,IBM
2023-03-23,123.80999755859375,124.93000030517578,122.5999984741211,123.37000274658203,114.8254623413086,4651900,IBM
2023-03-24,123.36000061035156,125.4000015258789,122.87999725341797,125.29000091552734,116.61248779296875,3812300,IBM
2023-03-27,126.47000122070312,130.25999450683594,126.47000122070312,129.30999755859375,120.35405731201172,6524100,IBM
2023-03-28,129.17999267578125,129.66000366210938,128.8000030517578,129.33999633789062,120.38197326660156,2888900,IBM
2023-03-29,130.1199951171875,130.35000610351562,129.17999267578125,129.7100067138672,120.72635650634766,3279600,IBM
2023-03-30,130.16000366210938,131.47999572753906,129.10000610351562,129.22000122070312,120.27027893066406,3561800,IBM
2023-03-31,129.47000122070312,131.22999572753906,129.4199981689453,131.08999633789062,122.01078796386719,4524700,IBM
2023-04-03,130.97000122070312,132.61000061035156,130.77000427246094,132.05999755859375,122.9135971069336,3840100,IBM
2023-04-04,131.99000549316406,132.14999389648438,130.88999938964844,131.60000610351562,122.48545837402344,3382800,IBM
2023-04-05,131.3699951171875,132.61000061035156,131.3699951171875,132.13999938964844,122.98805236816406,2898700,IBM
2023-04-06,132.16000366210938,132.60000610351562,130.32000732421875,130.5,121.46162414550781,3050600,IBM
2023-04-10,129.8300018310547,131.0800018310547,129.24000549316406,131.02999877929688,121.9549331665039,2614400,IBM
2023-04-11,130.5800018310547,131.10000610351562,130.17999267578125,130.4199981689453,121.38717651367188,3132400,IBM
2023-04-12,130.39999389648438,130.88999938964844,128.1699981689453,128.5399932861328,119.63738250732422,3957500,IBM
2023-04-13,128.00999450683594,128.38999938964844,126.0,127.9000015258789,119.04171752929688,5621500,IBM
2023-04-14,128.4600067138672,129.83999633789062,127.30999755859375,128.13999938964844,119.26509094238281,4180600,IBM
2023-04-17,128.3000030517578,128.72000122070312,126.80000305175781,127.81999969482422,118.96725463867188,3662700,IBM
2023-04-18,128.13999938964844,128.67999267578125,127.3499984741211,127.77999877929688,118.9300308227539,3193800,IBM
2023-04-19,126.5,126.9800033569336,125.30000305175781,126.31999969482422,117.5711441040039,7014400,IBM
2023-04-20,130.14999389648438,130.97999572753906,125.83999633789062,126.36000061035156,117.60838317871094,9749600,IBM
2023-04-21,126.0,126.69999694824219,125.2699966430664,125.7300033569336,117.02201080322266,6725400,IBM
2023-04-24,125.55000305175781,126.05000305175781,124.55999755859375,125.4000015258789,116.7148666381836,4043900,IBM
2023-04-25,124.9000015258789,126.19000244140625,124.76000213623047,125.88999938964844,117.17092895507812,4275400,IBM
2023-04-26,125.80999755859375,126.55000305175781,125.12000274658203,125.8499984741211,117.1336898803711,4070200,IBM
2023-04-27,126.37000274658203,127.0199966430664,125.45999908447266,126.97000122070312,118.1761245727539,3204900,IBM
2023-04-28,126.58000183105469,127.25,125.63999938964844,126.41000366210938,117.65491485595703,5060500,IBM
2023-05-01,126.3499984741211,126.75,126.05999755859375,126.08999633789062,117.35707092285156,2725000,IBM
2023-05-02,126.30000305175781,126.44999694824219,123.2699966430664,125.16000366210938,116.49149322509766,4445300,IBM
2023-05-03,125.45999908447266,125.56999969482422,123.26000213623047,123.44999694824219,114.89990997314453,4554200,IBM
2023-05-04,123.02999877929688,123.5199966430664,121.76000213623047,122.56999969482422,114.08087158203125,4468200,IBM
2023-05-05,123.11000061035156,124.0999984741211,122.80999755859375,123.6500015258789,115.08607482910156,4970800,IBM
2023-05-08,123.76000213623047,123.91999816894531,122.55000305175781,123.4000015258789,114.8533706665039,3663800,IBM
2023-05-09,121.9000015258789,121.97000122070312,120.66000366210938,121.16999816894531,114.31562042236328,4540000,IBM
2023-05-10,121.98999786376953,122.48999786376953,121.0999984741211,122.0199966430664,115.11754608154297,4189200,IBM
2023-05-11,122.0199966430664,122.23999786376953,120.55000305175781,120.9000015258789,114.06089782714844,3446500,IBM
2023-05-12,121.41000366210938,122.86000061035156,121.11000061035156,122.83999633789062,115.89115142822266,4560500,IBM
2023-05-15,123.0,123.69000244140625,122.33999633789062,123.36000061035156,116.38174438476562,2915700,IBM
2023-05-16,123.3499984741211,123.86000061035156,122.44999694824219,123.45999908447266,116.47608184814453,2748400,IBM
2023-05-17,123.94000244140625,125.8499984741211,123.47000122070312,125.70999908447266,118.59880065917969,4515100,IBM
2023-05-18,125.30000305175781,126.51000213623047,125.19000244140625,126.1500015258789,119.013916015625,3797900,IBM
2023-05-19,126.79000091552734,128.2899932861328,126.55000305175781,127.26000213623047,120.06112670898438,4305800,IBM
2023-05-22,127.5,128.19000244140625,127.1500015258789,127.5,120.28754425048828,2806800,IBM
2023-05-23,127.23999786376953,129.08999633789062,127.12999725341797,128.17999267578125,120.9290771484375,4592300,IBM
2023-05-24,127.81999969482422,127.9000015258789,125.47000122070312,125.68000030517578,118.57051086425781,3915500,IBM
2023-05-25,125.61000061035156,127.2300033569336,125.01000213623047,126.76000213623047,119.58940124511719,4102900,IBM
2023-05-26,127.05999755859375,129.66000366210938,126.80999755859375,128.88999938964844,121.59892272949219,5612600,IBM
2023-05-30,129.55999755859375,130.07000732421875,128.25999450683594,129.47999572753906,122.15553283691406,3741100,IBM
2023-05-31,128.50999450683594,129.44000244140625,127.45999908447266,128.58999633789062,121.31587982177734,11590200,IBM
2023-06-01,128.44000244140625,130.14999389648438,127.77999877929688,129.82000732421875,122.476318359375,4136100,IBM
2023-06-02,130.3800048828125,133.1199951171875,130.14999389648438,132.4199981689453,124.9292221069336,5373900,IBM
